ds,alx,gco,mco
2023-07-14  00:00,19,70,24
2023-07-14  01:00,14,66,21
2023-07-14  02:00,10,48,21
2023-07-14  03:00,13,27,12
2023-07-14  04:00,9,17,14
2023-07-14  05:00,15,35,19
2023-07-14  06:00,22,45,40
2023-07-14  07:00,30,85,56
2023-07-14  08:00,39,128,57
2023-07-14  09:00,51,133,80
2023-07-14  10:00,51,136,78
2023-07-14  11:00,40,137,75
2023-07-14  12:00,62,151,86
2023-07-14  13:00,53,157,89
2023-07-14  14:00,60,163,98
2023-07-14  15:00,51,177,93
2023-07-14  16:00,42,148,85
2023-07-14  17:00,25,172,69
2023-07-14  18:00,33,137,64
2023-07-14  19:00,44,130,67
2023-07-14  20:00,28,122,72
2023-07-14  21:00,40,109,67
2023-07-14  22:00,25,125,66
2023-07-14  23:00,20,95,38
2023-07-15  00:00,20,87,36
2023-07-15  01:00,11,83,37
2023-07-15  02:00,18,66,29
2023-07-15  03:00,12,46,21
2023-07-15  04:00,6,22,16
2023-07-15  05:00,13,33,18
2023-07-15  06:00,24,49,23
2023-07-15  07:00,22,81,33
2023-07-15  08:00,44,67,41
2023-07-15  09:00,51,100,66
2023-07-15  10:00,40,103,78
2023-07-15  11:00,29,118,62
2023-07-15  12:00,53,137,72
2023-07-15  13:00,25,132,77
2023-07-15  14:00,29,151,84
2023-07-15  15:00,21,135,59
2023-07-15  16:00,30,145,80
2023-07-15  17:00,32,153,68
2023-07-15  18:00,38,126,49
2023-07-15  19:00,42,130,97
2023-07-15  20:00,35,138,58
2023-07-15  21:00,28,137,79
2023-07-15  22:00,32,113,85
2023-07-15  23:00,32,112,70
2023-07-16  00:00,28,108,44
2023-07-16  01:00,18,68,32
2023-07-16  02:00,8,72,29
2023-07-16  03:00,12,50,29
2023-07-16  04:00,13,55,12
2023-07-16  05:00,8,40,30
2023-07-16  06:00,17,53,31
2023-07-16  07:00,19,64,22
2023-07-16  08:00,10,81,48
2023-07-16  09:00,20,49,47
2023-07-16  10:00,16,122,54
2023-07-16  11:00,27,105,70
2023-07-16  12:00,21,114,76
2023-07-16  13:00,22,129,60
2023-07-16  14:00,39,123,69
2023-07-16  15:00,30,106,90
2023-07-16  16:00,40,108,67
2023-07-16  17:00,25,147,75
2023-07-16  18:00,45,125,77
2023-07-16  19:00,36,106,68
2023-07-16  20:00,33,91,68
2023-07-16  21:00,29,134,64
2023-07-16  22:00,31,104,53
2023-07-16  23:00,26,47,36
2023-07-17  00:00,14,64,56
2023-07-17  01:00,7,40,26
2023-07-17  02:00,9,50,20
2023-07-17  03:00,2,35,7
2023-07-17  04:00,8,29,16
2023-07-17  05:00,15,48,15
2023-07-17  06:00,11,39,33
2023-07-17  07:00,44,74,55
2023-07-17  08:00,43,103,74
2023-07-17  09:00,60,40,77
2023-07-17  10:00,52,147,96
2023-07-17  11:00,47,129,92
2023-07-17  12:00,45,166,110
2023-07-17  13:00,63,192,102
2023-07-17  14:00,50,163,106
2023-07-17  15:00,50,213,123
2023-07-17  16:00,41,194,95
2023-07-17  17:00,48,157,77
2023-07-17  18:00,51,152,72
2023-07-17  19:00,31,98,56
2023-07-17  20:00,40,125,89
2023-07-17  21:00,27,90,58
2023-07-17  22:00,26,89,46
2023-07-17  23:00,25,75,47
2023-07-18  00:00,12,69,32
2023-07-18  01:00,7,69,20
2023-07-18  02:00,30,38,25
2023-07-18  03:00,12,31,23
2023-07-18  04:00,4,26,15
2023-07-18  05:00,20,34,23
2023-07-18  06:00,21,59,31
2023-07-18  07:00,25,76,55
2023-07-18  08:00,28,102,69
2023-07-18  09:00,46,156,70
2023-07-18  10:00,49,132,74
2023-07-18  11:00,56,148,112
2023-07-18  12:00,60,129,76
2023-07-18  13:00,53,163,118
2023-07-18  14:00,42,148,79
2023-07-18  15:00,48,162,90
2023-07-18  16:00,44,186,76
2023-07-18  17:00,48,163,103
2023-07-18  18:00,42,125,54
2023-07-18  19:00,41,159,69
2023-07-18  20:00,34,153,70
2023-07-18  21:00,34,123,68
2023-07-18  22:00,34,120,51
2023-07-18  23:00,39,95,29
2023-07-19  00:00,22,66,34
2023-07-19  01:00,13,65,20
2023-07-19  02:00,4,60,12
2023-07-19  03:00,10,34,19
2023-07-19  04:00,7,29,12
2023-07-19  05:00,16,26,10
2023-07-19  06:00,16,50,22
2023-07-19  07:00,23,83,47
2023-07-19  08:00,45,117,55
2023-07-19  09:00,37,153,62
2023-07-19  10:00,44,142,72
2023-07-19  11:00,66,161,97
2023-07-19  12:00,55,163,100
2023-07-19  13:00,57,157,87
2023-07-19  14:00,38,182,97
2023-07-19  15:00,46,192,92
2023-07-19  16:00,34,177,106
2023-07-19  17:00,44,146,82
2023-07-19  18:00,51,149,89
2023-07-19  19:00,25,118,77
2023-07-19  20:00,31,127,78
2023-07-19  21:00,36,97,58
2023-07-19  22:00,25,65,54
2023-07-19  23:00,22,64,47
2023-07-20  00:00,21,55,27
2023-07-20  01:00,11,36,15
2023-07-20  02:00,7,19,9
2023-07-20  03:00,17,52,19
2023-07-20  04:00,9,29,10
2023-07-20  05:00,8,31,13
2023-07-20  06:00,18,52,30
2023-07-20  07:00,28,83,49
2023-07-20  08:00,46,105,70
2023-07-20  09:00,44,146,74
2023-07-20  10:00,50,154,73
2023-07-20  11:00,38,144,88
2023-07-20  12:00,54,130,95
2023-07-20  13:00,35,164,81
2023-07-20  14:00,47,176,104
2023-07-20  15:00,47,178,102
2023-07-20  16:00,37,163,98
2023-07-20  17:00,58,165,114
2023-07-20  18:00,40,136,72
2023-07-20  19:00,25,120,87
2023-07-20  20:00,30,126,81
2023-07-20  21:00,32,78,62
2023-07-20  22:00,25,79,63
2023-07-20  23:00,27,80,50
2023-07-21  00:00,20,35,45
2023-07-21  01:00,8,47,24
2023-07-21  02:00,6,45,22
2023-07-21  03:00,17,30,21
2023-07-21  04:00,17,18,14
2023-07-21  05:00,24,29,21
2023-07-21  06:00,29,46,36
2023-07-21  07:00,29,58,58
2023-07-21  08:00,27,65,70
2023-07-21  09:00,44,123,55
2023-07-21  10:00,55,157,86
2023-07-21  11:00,58,172,84
2023-07-21  12:00,48,160,96
2023-07-21  13:00,49,146,104
2023-07-21  14:00,63,154,113
2023-07-21  15:00,54,165,75
2023-07-21  16:00,39,169,92
2023-07-21  17:00,75,165,67
2023-07-21  18:00,43,162,75
2023-07-21  19:00,31,185,75
2023-07-21  20:00,34,125,81
2023-07-21  21:00,37,123,100
2023-07-21  22:00,38,105,95
2023-07-21  23:00,31,84,81
2023-07-22  00:00,26,85,51
2023-07-22  01:00,24,69,47
2023-07-22  02:00,18,71,33
2023-07-22  03:00,15,63,26
2023-07-22  04:00,16,33,16
2023-07-22  05:00,19,45,31
2023-07-22  06:00,18,50,33
2023-07-22  07:00,26,79,36
2023-07-22  08:00,35,63,49
2023-07-22  09:00,20,100,73
2023-07-22  10:00,37,110,73
2023-07-22  11:00,32,120,82
2023-07-22  12:00,40,100,71
2023-07-22  13:00,25,139,69
2023-07-22  14:00,60,114,64
2023-07-22  15:00,58,109,43
2023-07-22  16:00,31,117,101
2023-07-22  17:00,33,99,86
2023-07-22  18:00,30,90,73
2023-07-22  19:00,29,129,66
2023-07-22  20:00,38,121,70
2023-07-22  21:00,28,121,69
2023-07-22  22:00,43,136,86
2023-07-22  23:00,36,96,67
2023-07-23  00:00,37,72,63
2023-07-23  01:00,31,49,43
2023-07-23  02:00,15,85,47
2023-07-23  03:00,11,36,20
2023-07-23  04:00,13,47,26
2023-07-23  05:00,16,42,15
2023-07-23  06:00,13,51,27
2023-07-23  07:00,17,44,46
2023-07-23  08:00,16,56,48
2023-07-23  09:00,23,99,54
2023-07-23  10:00,29,92,76
2023-07-23  11:00,24,98,82
2023-07-23  12:00,27,100,98
2023-07-23  13:00,29,115,84
2023-07-23  14:00,23,105,87
2023-07-23  15:00,28,95,75
2023-07-23  16:00,40,109,74
2023-07-23  17:00,35,138,66
2023-07-23  18:00,27,110,68
2023-07-23  19:00,32,102,60
2023-07-23  20:00,26,111,53
2023-07-23  21:00,17,141,58
2023-07-23  22:00,19,76,66
2023-07-23  23:00,32,59,37
2023-07-24  00:00,27,42,35
2023-07-24  01:00,10,57,47
2023-07-24  02:00,14,35,22
2023-07-24  03:00,6,38,9
2023-07-24  04:00,9,33,8
2023-07-24  05:00,10,34,12
2023-07-24  06:00,29,54,26
2023-07-24  07:00,27,70,53
2023-07-24  08:00,37,145,53
2023-07-24  09:00,50,152,84
2023-07-24  10:00,36,116,111
2023-07-24  11:00,84,129,116
2023-07-24  12:00,55,148,93
2023-07-24  13:00,60,148,120
2023-07-24  14:00,63,144,105
2023-07-24  15:00,55,183,102
2023-07-24  16:00,40,171,85
2023-07-24  17:00,30,162,82
2023-07-24  18:00,53,122,91
2023-07-24  19:00,26,113,77
2023-07-24  20:00,45,110,123
2023-07-24  21:00,40,91,87
2023-07-24  22:00,24,70,40
2023-07-24  23:00,31,68,40
2023-07-25  00:00,29,58,23
2023-07-25  01:00,18,35,28
2023-07-25  02:00,10,38,22
2023-07-25  03:00,23,24,11
2023-07-25  04:00,11,37,12
2023-07-25  05:00,17,24,25
2023-07-25  06:00,20,34,26
2023-07-25  07:00,23,87,36
2023-07-25  08:00,45,116,74
2023-07-25  09:00,62,120,69
2023-07-25  10:00,50,141,88
2023-07-25  11:00,9,135,83
2023-07-25  12:00,6,121,75
2023-07-25  13:00,33,134,84
2023-07-25  14:00,46,151,107
2023-07-25  15:00,54,205,106
2023-07-25  16:00,36,163,125
2023-07-25  17:00,34,167,86
2023-07-25  18:00,32,120,89
2023-07-25  19:00,32,137,70
2023-07-25  20:00,43,113,81
2023-07-25  21:00,19,111,54
2023-07-25  22:00,26,94,42
2023-07-25  23:00,28,63,36
2023-07-26  00:00,19,57,41
2023-07-26  01:00,10,45,33
2023-07-26  02:00,9,37,29
2023-07-26  03:00,21,37,7
2023-07-26  04:00,4,36,16
2023-07-26  05:00,12,41,7
2023-07-26  06:00,39,51,35
2023-07-26  07:00,30,103,44
2023-07-26  08:00,41,115,69
2023-07-26  09:00,49,163,91
2023-07-26  10:00,48,159,82
2023-07-26  11:00,53,147,104
2023-07-26  12:00,56,157,91
2023-07-26  13:00,62,164,108
2023-07-26  14:00,51,180,87
2023-07-26  15:00,34,174,86
2023-07-26  16:00,52,187,94
2023-07-26  17:00,33,144,72
2023-07-26  18:00,35,131,73
2023-07-26  19:00,33,100,75
2023-07-26  20:00,29,111,61
2023-07-26  21:00,28,92,81
2023-07-26  22:00,26,87,55
2023-07-26  23:00,16,71,29
2023-07-27  00:00,24,43,23
2023-07-27  01:00,19,63,32
2023-07-27  02:00,17,43,41
2023-07-27  03:00,6,35,18
2023-07-27  04:00,20,43,15
2023-07-27  05:00,12,35,14
2023-07-27  06:00,21,52,17
2023-07-27  07:00,47,68,47
2023-07-27  08:00,49,140,73
2023-07-27  09:00,51,123,60
2023-07-27  10:00,45,158,91
2023-07-27  11:00,46,162,90
2023-07-27  12:00,51,183,105
2023-07-27  13:00,49,163,86
2023-07-27  14:00,43,169,71
2023-07-27  15:00,54,172,77
2023-07-27  16:00,43,185,102
2023-07-27  17:00,57,152,134
2023-07-27  18:00,41,142,78
2023-07-27  19:00,46,141,61
2023-07-27  20:00,43,118,64
2023-07-27  21:00,42,127,66
2023-07-27  22:00,34,114,52
2023-07-27  23:00,17,73,47
2023-07-28  00:00,18,67,32
2023-07-28  01:00,15,72,24
2023-07-28  02:00,13,45,27
2023-07-28  03:00,15,36,20
2023-07-28  04:00,7,29,7
2023-07-28  05:00,14,39,25
2023-07-28  06:00,24,32,23
2023-07-28  07:00,33,72,38
2023-07-28  08:00,41,95,64
2023-07-28  09:00,48,132,75
2023-07-28  10:00,46,152,87
2023-07-28  11:00,38,149,91
2023-07-28  12:00,46,147,98
2023-07-28  13:00,46,178,113
2023-07-28  14:00,42,172,102
2023-07-28  15:00,50,138,106
2023-07-28  16:00,54,154,92
2023-07-28  17:00,45,155,83
2023-07-28  18:00,27,128,79
2023-07-28  19:00,28,148,78
2023-07-28  20:00,31,106,60
2023-07-28  21:00,20,103,57
2023-07-28  22:00,22,83,81
2023-07-28  23:00,24,107,68
2023-07-29  00:00,14,84,41
2023-07-29  01:00,17,65,41
2023-07-29  02:00,14,64,25
2023-07-29  03:00,2,48,15
2023-07-29  04:00,12,37,21
2023-07-29  05:00,13,27,24
2023-07-29  06:00,11,51,26
2023-07-29  07:00,21,61,45
2023-07-29  08:00,20,79,51
2023-07-29  09:00,20,85,52
2023-07-29  10:00,25,124,80
2023-07-29  11:00,30,132,90
2023-07-29  12:00,40,148,75
2023-07-29  13:00,39,112,67
2023-07-29  14:00,47,124,95
2023-07-29  15:00,24,153,88
2023-07-29  16:00,44,172,82
2023-07-29  17:00,44,100,61
2023-07-29  18:00,44,114,71
2023-07-29  19:00,66,177,83
2023-07-29  20:00,48,165,79
2023-07-29  21:00,39,104,91
2023-07-29  22:00,35,105,102
2023-07-29  23:00,30,112,78
2023-07-30  00:00,32,80,53
2023-07-30  01:00,19,89,27
2023-07-30  02:00,14,54,35
2023-07-30  03:00,8,53,31
2023-07-30  04:00,19,31,22
2023-07-30  05:00,7,35,19
2023-07-30  06:00,13,30,22
2023-07-30  07:00,17,55,14
2023-07-30  08:00,29,62,35
2023-07-30  09:00,23,84,50
2023-07-30  10:00,44,82,53
2023-07-30  11:00,26,82,58
2023-07-30  12:00,33,130,67
2023-07-30  13:00,44,102,72
2023-07-30  14:00,34,133,58
2023-07-30  15:00,40,101,67
2023-07-30  16:00,34,117,63
2023-07-30  17:00,22,119,59
2023-07-30  18:00,28,95,76
2023-07-30  19:00,23,132,100
2023-07-30  20:00,31,96,102
2023-07-30  21:00,30,104,91
2023-07-30  22:00,38,93,63
2023-07-30  23:00,22,76,48
2023-07-31  00:00,15,55,35
2023-07-31  01:00,6,39,18
2023-07-31  02:00,7,42,17
2023-07-31  03:00,9,39,22
2023-07-31  04:00,10,39,9
2023-07-31  05:00,10,40,15
2023-07-31  06:00,21,43,17
2023-07-31  07:00,44,81,41
2023-07-31  08:00,49,103,62
2023-07-31  09:00,49,121,67
2023-07-31  10:00,46,121,85
2023-07-31  11:00,41,130,94
2023-07-31  12:00,55,166,85
2023-07-31  13:00,42,153,75
2023-07-31  14:00,61,176,86
2023-07-31  15:00,43,157,124
2023-07-31  16:00,49,168,111
2023-07-31  17:00,29,144,78
2023-07-31  18:00,22,142,88
2023-07-31  19:00,28,127,77
2023-07-31  20:00,35,126,82
2023-07-31  21:00,25,98,73
2023-07-31  22:00,39,84,33
2023-07-31  23:00,26,63,31
